"x" "y" "Co" "Ni"
500 1400 11.2635335922241 23.462194442749
600 1400 10.9390830993652 20.9540748596191
700 1400 18.4054794311523 20.7107391357422
800 1400 8.92380809783936 26.6349906921387
900 1400 11.8534984588623 33.0097618103027
0 1500 14.4877986907959 21.8233375549316
100 1500 15.2477979660034 26.6575374603271
200 1500 17.7795238494873 28.3946075439453
300 1500 16.7725658416748 26.1001415252686
400 1500 13.7567987442017 25.3333053588867
500 1500 12.3722867965698 14.616660118103
600 1500 19.1964874267578 23.119701385498
700 1500 18.1545715332031 23.8261432647705
800 1500 18.7002544403076 24.9520664215088
900 1500 11.5366353988647 27.7007999420166
0 1600 12.3483810424805 27.9146327972412
100 1600 14.3803081512451 26.8008213043213
200 1600 10.3573179244995 29.1831150054932
300 1600 10.0011548995972 26.6809406280518
400 1600 17.4627418518066 23.7535552978516
500 1600 14.930118560791 26.6899566650391
600 1600 14.51416015625 19.1903762817383
700 1600 23.9130859375 28.2963714599609
800 1600 17.0201988220215 21.021125793457
900 1600 17.3426303863525 23.6025848388672
0 1700 14.725980758667 22.26438331604
100 1700 9.9758939743042 21.4421100616455
200 1700 12.5190763473511 25.5582447052002
300 1700 13.7256011962891 27.1678428649902
400 1700 9.93739986419678 21.0365772247314
500 1700 11.7114849090576 26.0164489746094
600 1700 13.8686561584473 25.2004776000977
700 1700 11.66930103302 25.1578311920166
800 1700 14.0340299606323 24.1991939544678
900 1700 9.61024570465088 23.1758098602295
0 1800 17.5438785552979 21.3596954345703
100 1800 10.9603271484375 18.5682163238525
200 1800 16.9590740203857 23.0455665588379
300 1800 10.5620765686035 24.0319709777832
400 1800 13.6349992752075 18.2089195251465
500 1800 15.2993011474609 25.4144420623779
600 1800 12.5079936981201 22.1758937835693
700 1800 8.63907623291016 23.5577640533447
800 1800 11.6385765075684 18.2058506011963
900 1800 12.4176769256592 19.6628646850586
0 1900 18.0929012298584 21.1408138275146
100 1900 12.1691741943359 19.2009391784668
200 1900 12.5987825393677 25.2243976593018
300 1900 12.9333114624023 20.5779933929443
400 1900 14.6243515014648 19.3216781616211
500 1900 16.1362190246582 23.9967727661133
600 1900 11.7278804779053 23.7536220550537
700 1900 11.1809597015381 25.1995983123779
800 1900 10.3706684112549 17.9223785400391
900 1900 12.7112083435059 19.7977638244629
0 2000 21.3623313903809 14.304461479187
100 2000 18.0163803100586 25.9030265808105
200 2000 16.6383934020996 25.9951190948486
300 2000 12.8520021438599 22.9564952850342
400 2000 11.8938980102539 29.3514251708984
500 2000 16.0908031463623 17.7437038421631
600 2000 14.592432975769 21.9687614440918
700 2000 10.6701736450195 21.7836151123047
800 2000 11.4786424636841 20.3309097290039
900 2000 7.03804922103882 20.4465866088867
0 2100 18.7172222137451 23.1056823730469
100 2100 12.9746761322021 20.7577381134033
200 2100 18.3203716278076 21.7107696533203
300 2100 17.1498584747314 22.6596946716309
400 2100 13.9738216400146 21.3685646057129
500 2100 8.60577487945557 24.9020881652832
600 2100 13.2025289535522 26.7949924468994
700 2100 13.6571044921875 23.2234992980957
800 2100 5.19826698303223 20.6528472900391
900 2100 10.9277248382568 23.4081554412842
0 2200 19.0063343048096 30.5235729217529
100 2200 14.3370580673218 20.9821033477783
200 2200 12.0179996490479 14.4766597747803
300 2200 13.0461578369141 24.1599636077881
400 2200 13.5722913742065 15.3831949234009
500 2200 12.1596212387085 23.3437023162842
600 2200 14.7785549163818 23.1518878936768
700 2200 15.2967548370361 21.8314170837402
800 2200 13.9970893859863 24.688304901123
900 2200 9.52555465698242 27.2590045928955
0 2300 11.4632301330566 30.7947216033936
100 2300 18.5414543151855 25.7739887237549
200 2300 18.5769824981689 27.1478977203369
300 2300 10.8773422241211 22.5573177337646
400 2300 9.89109039306641 17.0856170654297
500 2300 17.0363788604736 20.0073528289795
600 2300 13.2720537185669 18.7401905059814
700 2300 12.3917207717896 21.942310333252
800 2300 8.4965181350708 21.7375621795654
900 2300 12.4587297439575 20.1485862731934
0 2400 17.8986148834229 28.3081398010254
100 2400 21.3772583007812 28.1166954040527
200 2400 14.3463134765625 24.2696266174316
300 2400 14.6694946289062 19.1567726135254
400 2400 6.73073577880859 20.9323825836182
500 2400 12.5887546539307 24.075719833374
600 2400 13.321141242981 26.3905200958252
700 2400 17.2311687469482 20.8273124694824
800 2400 5.67121267318726 23.2670917510986
900 2400 13.05286693573 15.8313589096069
0 2500 11.5741357803345 28.7028350830078
100 2500 18.7779483795166 22.7793254852295
200 2500 17.3785247802734 25.0830249786377
300 2500 12.9809665679932 20.7628746032715
400 2500 13.4591274261475 17.2740917205811
500 2500 14.9583415985107 23.6219387054443
600 2500 14.3535814285278 29.1474838256836
700 2500 17.0496807098389 30.0734882354736
800 2500 19.5355453491211 22.8191719055176
900 2500 19.4662132263184 19.000036239624
0 2600 9.60545539855957 27.1525001525879
100 2600 12.9703311920166 26.1726531982422
200 2600 12.4888639450073 22.8954811096191
300 2600 12.9586248397827 23.354944229126
400 2600 12.8825712203979 24.25244140625
500 2600 9.82857704162598 25.9166221618652
600 2600 13.8161058425903 26.2043151855469
700 2600 12.1151762008667 31.7019214630127
800 2600 18.3602962493896 26.3463687896729
900 2600 18.4571552276611 28.1307716369629
0 2700 18.7221870422363 22.6118087768555
100 2700 10.2883329391479 25.1529197692871
200 2700 10.9824838638306 27.263822555542
300 2700 11.9451742172241 21.6758270263672
400 2700 14.7471036911011 23.2652549743652
500 2700 14.4585399627686 26.9885673522949
600 2700 10.2886962890625 28.825439453125
700 2700 11.5720291137695 26.7393455505371
800 2700 12.4574766159058 26.9473533630371
900 2700 16.9675254821777 26.8770389556885
0 2800 20.2136211395264 27.1678009033203
100 2800 17.8127822875977 28.8310356140137
200 2800 17.6822128295898 26.1098251342773
300 2800 10.4377479553223 19.8651332855225
400 2800 8.63735580444336 24.956995010376
500 2800 10.9310684204102 20.8884925842285
600 2800 10.6728744506836 22.7007999420166
700 2800 15.0224533081055 23.8257522583008
800 2800 17.7605571746826 25.9987659454346
900 2800 12.4092454910278 25.9559955596924
0 2900 18.4782447814941 22.3582592010498
100 2900 21.1641120910645 31.6250629425049
200 2900 21.054744720459 18.6872901916504
300 2900 19.5079402923584 26.0350894927979
400 2900 10.7655792236328 25.6574726104736
500 2900 13.2861337661743 22.9771366119385
600 2900 17.659330368042 20.4208488464355
700 2900 14.5689067840576 15.5915412902832
800 2900 15.5237150192261 24.5381298065186
900 2900 14.0487995147705 21.2684154510498
0 3000 13.7345733642578 22.7685031890869
100 3000 14.9422664642334 21.3426761627197
200 3000 22.4408073425293 21.4883308410645
300 3000 21.21311378479 27.1615085601807
400 3000 12.4494495391846 28.9414958953857
500 3000 10.3844947814941 28.3966999053955
600 3000 17.0206985473633 22.620777130127
700 3000 18.204216003418 16.2106456756592
800 3000 11.979471206665 16.7092342376709
900 3000 17.1228008270264 24.7886657714844
